stn_code,stn_delay_all,stn_delay_nowinter,stn_traff
JAMA,7.91545943709,6.97379310345,10
JMP,87.9664433643,71.5228468178,97
JMV,69.0319636647,68.1815840521,8
JMD,20.7948857639,18.7051775855,9
JMG,25.8337116852,20.927478489,8
JMKT,102.486799571,90.9359135495,28
JMQ,13.5053870349,11.9863074277,8
JAT,100.885101766,76.7988643588,113
JAM,51.3686073891,26.8327690957,52
JMS,9.36293724369,10.3296428349,6
JMT,78.1733854507,71.8553314738,42
JMU,94.1952155986,77.1686530748,54
JMK,94.8761679092,69.9472162993,8
JNR,53.5269813784,40.4874825051,23
JNL,89.3299839499,75.3893000508,23
JAQ,36.2452565831,32.6933657159,14
ZN,22.7085210541,17.4653225844,34
JNH,107.847918058,77.2300438011,54
JRLE,20.5020317289,13.6910722034,33
JKM,30.2070768235,21.2551077549,17
JNN,9.83559906821,10.1674374355,4
JOA,21.3144843331,14.4867400161,10
JAO,7.04733581801,7.11456197081,24
JPL,93.4106182428,76.4282192102,20
JRA,17.8535640569,16.5293480524,10
JSV,16.3101755976,15.4753474474,8
JAN,89.1552121516,82.8210340409,10
JRPD,23.8743306902,21.3201754386,2
JRJ,65.745412684,83.4642128701,10
JRLI,25.1490275893,25.914011906,4
JRT,82.3223400129,77.9656756757,2
JLD,57.1652230796,38.4897324929,26
JSME,86.0054590509,62.8036675716,167
JSR,64.9758115627,56.5249072056,8
JSH,7.59146242761,8.63504503802,6
JGR,187.579542114,165.162875654,12
JTRD,5.50778647732,5.89186659535,6
JGLP,42.532996633,50.4227238666,2
JTR,11.2391584166,10.3552802057,20
JTS,22.4263350372,20.0751561606,16
JW,27.2249085446,26.2911311633,4
JOP,146.708155694,120.43496897,32
JNU,108.190876518,93.2730024812,60
JWO,5.55631901205,4.41495662693,16
JWNR,1.11111111111,0.0,6
JWB,19.2163709654,14.3346008344,20
JAL,18.257424736,18.3541556196,6
JSP,11.2310038212,10.8345792209,20
JYG,123.348311312,103.094865178,34
JHD,17.6750131364,14.8498166452,42
JJR,13.8992890019,13.491888033,12
JEP,198.542401961,168.417653099,4
JRK,12.4013851613,12.5139991278,14
JLR,9.05378933298,5.34406584469,29
JDDA,22.3572090669,18.2912673115,9
JTY,17.2639325372,17.2884138941,6
JEUR,29.9557232073,24.765109554,22
JYP,29.4208264539,28.3874060417,8
JBK,35.7175531536,37.5379665577,10
JAJ,96.3208414879,70.9084205016,128
JHJ,12.1165912606,12.0284141245,8
JHW,31.8592815274,20.398579413,14
JAA,27.1730285406,22.9081390529,39
JLW,9.30062213752,9.81780539612,10
JHS,94.1514359379,65.7103807151,267
JPH,5.18797160374,4.92729820317,30
JTL,22.6908820665,21.060931098,19
JGM,11.0813659503,9.72698621241,43
JRL,22.4263350372,20.0751561606,16
JKNI,65.240353983,26.764690688,19
JDI,20.2730402948,16.9881494953,12
JSG,33.2547211171,26.748212717,120
JHMR,9.14448957514,9.00239475209,4
JHG,153.871595136,140.354561581,8
JJK,184.334086068,162.084940191,25
JHIR,27.2249085446,26.2911311633,4
JUL,26.8205253386,25.0074887621,12
JJN,3.77626168115,1.4205729982,6
JUP,7.90822299178,6.80951224964,10
JJG,7.98419974482,8.12781575027,30
JIA,153.871595136,140.354561581,8
JMPT,27.5621318427,27.7969207849,10
JIND,41.5573625967,30.7477645285,67
JNTR,43.0382160785,36.8435760833,4
ZRDE,74.2618770273,62.4811518835,16
JRNA,1.11111111111,0.0,6
JIT,3.80890529834,3.34813015688,44
JRWN,13.5177885312,10.0917655606,8
JKZ,17.5521700599,14.8891099865,14
JITE,48.4293896099,47.3261894449,8
JPM,6.96297003375,6.86967217724,8
JPS,22.2503264511,17.6298808568,12
JU,37.3593297934,30.4668448674,111
JOL,4.54582537034,4.32711839011,10
JBN,69.1550109931,67.0785545121,18
JGNR,1.11111111111,0.0,6
JOM,15.945701845,16.1967989731,8
JGA,43.4817826559,35.727978264,13
JPZ,3.57161063035,2.48064550042,10
JTJ,40.3764330858,32.0229749274,183
JON,5.14797700451,4.9994691974,5
JOQ,14.5549323731,12.7237614447,6
JRW,56.8800954803,54.1057637337,12
JRS,9.1716945406,8.84457727734,14
JVN,26.189524731,19.2994424643,27
JTTN,4.75394315953,3.80826529283,10
JOC,22.9364490804,19.8106354857,45
JRR,75.9401551025,72.4893059957,21
JGJN,13.5901831563,11.2534298513,4
JRG,5.00340358243,4.50099372015,14
JUJA,19.827607617,18.1683275646,4
JKE,51.3519706431,46.343882658,20
JNA,62.6528576707,52.786916372,23
JND,10.0871888648,5.99931578029,29
JBG,82.6982673509,85.2171705052,8
JNO,61.2041764671,56.6338751222,12
JTO,32.8981409581,31.248713823,6
JUR,22.7834733894,22.030806288,2
JWP,47.0728613423,45.0870009134,20
KBPR,7.63481810826,7.09586383295,12
KCG,18.9781494279,17.5436706232,179
KWN,6.88286427628,6.01476884468,12
KCO,13.0600159708,13.2079854792,10
KCNR,10.7422680412,4.75384615385,1
KOX,6.86768735219,6.41005217706,12
KVU,14.0558333724,14.4201029254,22
KDO,6.18236001494,5.87014605712,14
KN,5.66157382386,5.42937029208,12
KDU,9.40414278605,9.51520846335,18
KVDU,36.2452565831,32.6933657159,14
KDNL,9.09540968665,8.57354916463,8
KDTN,34.7636774407,26.6980142343,15
KDQ,78.1454516144,78.604296318,24
KRY,40.7204089812,46.133130404,12
KYM,40.4336224669,37.5883596966,11
DRU,6.98143601375,6.58219238135,50
KFPR,68.9827906043,73.3148043602,14
CLG,76.7598633754,62.2948108291,38
KRAI,14.6335995545,15.6164612037,8
KH,90.0721772755,102.582413147,10
KIV,68.9827906043,73.3148043602,14
KKLR,13.238217437,12.2510745949,39
KKRM,51.8945271022,48.8547989376,9
KYT,165.481119209,139.701938571,5
KLPM,4.77155256918,4.58310903017,6
KMA,23.2961258151,26.535282014,2
KMJ,23.3575608551,18.9009891031,14
KAI,15.8732376558,15.4216297264,6
KLE,17.336449446,12.6179765353,12
KTCH,13.2157427913,3.76989583221,10
KJ,47.2791289665,46.0434433986,6
KJME,6.86768735219,6.41005217706,12
KJH,61.8390312936,46.4586574279,40
KYF,110.24100856,92.5196326072,14
KKHT,85.114330419,67.1777323804,20
COA,33.0304510204,32.1536592563,17
CCT,28.166595612,27.8757541292,25
KKGM,9.32360204702,8.95658339663,6
KKLU,82.3223400129,77.9656756757,2
KKJ,82.9600354481,92.2841011552,14
KQE,75.6404546335,74.2112250835,5
KQI,42.532996633,50.4227238666,2
KMH,22.7834733894,22.030806288,2
KMRD,30.5565068039,22.9494815277,4
KLMC,16.8309530384,16.5953745008,9
KLMG,50.7268486229,50.5448663407,7
KAV,5.26763108578,4.51532702762,18
KALN,9.28571428571,0.0,2
KLNK,14.7123337292,10.2693038656,16
KNL,15.7274532396,12.5538407299,12
KPP,37.7884534189,36.7837473554,20
KCM,1.37952707685,1.28758725125,4
KLDI,17.5484728372,14.7035171774,18
KCP,16.3842541286,7.06620966181,4
KAH,24.8414291475,25.1233062534,12
KSH,27.3060930642,28.6168354114,15
KXE,50.5893782684,40.8616001812,18
KAP,79.7303503184,77.8300279497,19
KLNP,5.81055656206,5.45351550028,98
KPK,13.4807644055,12.8271320466,28
KAJ,115.081655005,119.643943349,13
KLK,43.5670474121,35.9101397068,35
KKD,11.010484277,8.71585102317,12
KKPM,2.27622719877,2.44468674567,8
KAL,2.64516240332,2.38548212427,10
KGD,7.17012840822,6.93084518625,10
KCI,28.9555875045,32.1598180746,8
KLU,22.5133727062,22.2201003524,10
KSWR,8.13798768395,6.91931964317,6
KLTR,11.9989304516,11.9667578295,12
KLL,21.3560355284,20.075332976,19
KPI,179.579934806,164.708343567,17
KVS,3.94249252851,3.20364629764,11
KLG,16.8206971851,15.8059047381,14
KAPG,16.7370072716,15.210762777,24
KYN,42.9275400137,33.5355457368,832
KYI,5.50936378497,5.0431315447,167
KPRD,35.2341659442,34.1317295213,17
KYQ,86.0467408277,63.7153493572,127
KAMG,29.8329545955,24.9509505934,14
KKM,18.9794841878,18.9563634128,12
KLJ,36.5408766783,31.2749980721,14
KMNR,11.8509631256,7.07118425622,8
KLPG,8.46841527388,7.49050648451,8
KMLR,82.3223400129,77.9656756757,2
KXL,9.58494397759,7.43640129055,4
KMC,16.1715613702,15.4367322951,52
KQU,4.37711291951,3.48928452385,131
KSM,12.8579584095,12.0055563924,10
KMAH,78.7574613871,78.1325667612,4
KMLI,17.2639325372,17.2884138941,6
KP,17.5473839522,15.1730479153,35
KWM,60.2812222459,44.3279554097,14
KKET,8.79269364325,7.60247507123,6
KMST,12.8372369014,10.2860602021,43
KML,53.5269813784,40.4874825051,23
KNKT,5.1254586649,1.63011623589,8
KKU,13.050925267,12.3406297926,18
KNLS,8.50079780834,2.23130489623,12
KNLP,14.7338940425,14.7282363634,4
KASR,14.973145093,14.631837263,18
KNSR,9.36293724369,10.3296428349,6
KUT,27.2249085446,26.2911311633,4
CJ,6.5693365404,6.13488830464,31
KPA,5.50936378497,5.0431315447,167
KDZ,32.8981409581,31.248713823,6
KDRP,19.0219449207,18.9262444513,8
KDLR,29.4150137447,28.7152086789,10
KQL,35.6063809339,35.6594298583,22
KND,21.53644849,17.2177399039,29
KNDI,16.11161836,15.9795216095,6
KGX,17.2164903217,16.8187494663,4
KNHP,118.199022416,125.483778736,5
KZE,23.3850336118,22.1692573895,48
KNGN,60.7376836483,36.9437540157,6
KANJ,6.85278160626,6.72912423378,20
KNNK,6.1362044807,5.36701644513,14
KXP,9.49340439725,9.76136524105,8
KBRV,9.11713738975,7.57143792651,34
KKAH,129.67583483,144.32989523,12
KHE,73.8161829341,75.9755078251,8
KKW,46.9071663297,42.1298541855,28
KKA,17.0691456969,15.6609492647,10
KNR,6.67760699289,5.6758330866,183
KPQ,21.4297808118,21.0085529388,26
KJN,59.6102832419,47.5469968655,32
CAN,25.4721022124,23.7271648184,109
KANO,8.82828617856,7.91041346693,3
CPA,72.2654843513,59.3822005441,42
CNB,176.927613481,130.79601097,388
KXN,16.8862182958,15.6914947708,16
QSR,42.0629064638,39.1415315485,4
KBJ,43.0950964389,40.6979099698,38
KTD,9.42100988383,8.63580755814,16
KPL,20.1218259501,20.0555962901,18
KNT,112.726621138,109.808483759,15
KNHN,5.26763108578,4.51532702762,18
KATI,9.75701690862,8.57472262102,22
KIW,8.50197162566,8.2738981446,9
KAWT,20.5635356828,9.13040647666,6
CAPE,25.0862376398,21.6627014645,26
KPNA,13.8446844459,11.7195786883,19
KIN,32.7353719506,25.9301659999,18
KIS,17.4490675179,17.2294512032,16
KFI,9.49340439725,9.76136524105,8
KPZ,20.9641099513,17.8293081684,11
KEH,125.440837303,117.902240081,12
CPJ,127.94297628,107.035258823,48
KXH,26.5013180441,26.1110408204,18
KRD,22.9184873522,20.3037681497,39
CRR,109.808775897,86.9532256802,27
KIK,6.58383801909,6.899861749,16
KKDI,9.2538753357,4.71319396627,30
KRLR,129.328110868,120.598502363,12
KJG,4.21934364133,3.48345939856,12
KKB,102.736337673,95.5117819049,10
KVLS,82.3223400129,77.9656756757,2
KEB,8.44204994019,8.47664200145,21
CRLM,11.1637641952,11.1438758255,18
KMS,98.2308261367,86.294489577,20
KRMA,63.9152732323,48.3903438706,12
KFD,78.7574613871,78.1325667612,4
KAJG,37.2325215735,24.9028950585,12
KPTO,51.6398848789,40.5966394117,16
KWO,79.9406943388,74.944423479,29
KRV,36.2452565831,32.6933657159,14
KBN,144.905780352,132.896764232,4
KCN,153.871595136,140.354561581,8
KDHA,15.7207557584,17.0735039928,7
KY,59.5082404956,51.9428132772,32
KEG,86.4567803669,86.730658299,14
KRA,67.4564996004,59.2608543509,12
KRPR,23.4703804662,15.0078455948,8
KGB,29.2550811901,24.7510614337,22
KYX,11.3197694693,10.9440282099,10
KGW,10.0947586073,10.0963564385,6
KXJ,168.332107843,111.122619048,16
KRMR,63.3868586345,64.1427254773,10
KMDR,170.628863334,109.170424159,12
KRS,41.8454368792,37.6489234986,18
KJT,15.8117736783,13.9479108374,159
KRJD,17.2639325372,17.2884138941,6
KKI,10.5599986884,10.8023940726,16
KEK,35.0822963973,24.360396819,14
KMV,37.6336908583,23.9275037553,13
KRMI,42.5735763295,40.6372465323,28
KAR,90.0721772755,102.582413147,10
KUN,74.2674189534,55.8555958159,69
KOA,80.3820639583,79.895590164,4
KJZ,8.46841527388,7.49050648451,8
KPGM,104.369736958,89.1793467489,18
KRE,94.1283794079,75.6808621691,24
KPY,22.2169523402,22.3481344889,48
KRR,16.0487730552,13.6936296803,70
KAWR,34.5918362065,32.0719437857,60
KSRA,37.4256749152,30.6465178796,59
KGQ,29.3448012557,27.6523483965,84
KSJ,37.9216827147,27.7450921977,54
KEI,106.5690405,95.8744580091,38
KSC,76.169660646,73.9096779717,16
KPV,23.4332514015,20.6135307485,41
KSPR,14.5293648273,13.1028289582,10
KSTH,64.8811799739,39.5621344485,5
KSK,47.2403809168,45.7304580596,8
KCJ,111.120623586,121.965212389,13
KSTA,52.6878615661,49.0075356732,14
KASU,48.4293896099,47.3261894449,8
KTX,12.9874158249,13.1556809667,12
KTRH,83.6878672332,73.9708557049,12
KTPR,0.696534034034,0.784438502674,10
KTRR,62.4381640259,47.6413773703,8
KGF,106.159083896,128.238095765,6
KGM,35.2336810145,26.0927222893,20
KEJ,8.82828617856,7.91041346693,3
KTHU,95.1046393592,68.9508579019,69
KIR,131.246097959,104.169758136,138
KTE,71.6843731108,55.4425667304,169
KMZ,39.9000134459,29.1732414391,46
KTES,28.0996038575,25.8370415883,12
KATL,37.3843522395,24.1568940505,32
KTO,7.64905618162,6.83520738541,10
KPD,36.6389738641,28.9899414939,234
KFH,7.87802911905,7.92384658007,8
KEA,65.1579876796,24.0613764071,14
KTH,17.7733684805,15.2536948241,24
KWAE,11.6825012217,9.83917347549,93
KQQ,115.893398117,102.491719239,8
KUF,90.0721772755,102.582413147,10
KVZ,20.0511661851,17.818982112,53
KVK,5.06610014855,5.32667652697,10
KVM,10.5915795066,8.57353451083,24
KWGN,82.3223400129,77.9656756757,2
KZY,2.03092021561,1.88627880853,14
KYJ,33.9459432486,31.5112570782,128
KAYR,9.17768797647,8.5052742616,2
KZK,13.5115094477,13.5883408689,18
KZJ,44.7375618645,34.3792071038,121
FM,13.2023283237,12.4221262131,118
KCKI,112.753241728,99.1112460282,14
KDG,35.3237219517,28.5767742569,24
KLV,7.09661771877,7.17269190066,60
KEM,25.2981174049,20.9666230695,11
KEMR,18.7007736944,17.2734936429,2
KNPS,3.20432984444,3.37058965,8
KNPR,16.1741832955,15.4093112957,13
KDJR,29.3105242101,27.8555713475,10
KDKN,8.45002639355,2.93702380824,9
KGI,18.7163288175,16.4590932257,46
KDM,39.0788910699,33.2595876081,31
KSVM,62.7795161972,58.3888458075,5
KVJ,18.2095943695,18.0933679323,4
KSD,10.6976515286,6.71923367393,25
KPTN,18.3827758529,15.3229683032,15
KSNG,24.670033685,21.9741110747,53
KESR,11.5645393198,6.0515513852,8
KXT,1.99743188712,1.97586805556,8
KTGA,9.32360204702,8.95658339663,6
KUH,25.4038487309,19.0683806411,42
KZA,149.386401094,136.473930466,18
KDPA,82.3223400129,77.9656756757,2
KDT,1.37952707685,1.28758725125,4
KK,10.6649904311,8.67946482017,63
KGA,230.551950151,208.890861952,13
KGG,138.677786476,113.852528483,108
KGLE,11.7706585346,10.7834581559,47
KID,92.5564600792,78.0778889103,10
KQD,3.79321412769,2.69715713179,69
KRH,29.7416568809,25.5067494233,42
KJI,111.21650826,92.571385264,18
KURJ,92.3500921574,59.717426026,11
KJW,13.3354043307,14.9896795633,4
KLRE,121.252192752,103.813498815,24
KLD,138.121968106,99.1160292191,67
KIP,24.5816415538,23.5810210522,20
KSF,104.111328081,104.436985037,21
KIT,16.930283655,15.5400011304,26
KTJ,12.6733255009,11.3516495047,10
KMAE,3.80890529834,3.34813015688,44
KMBL,60.4231622994,25.9665343073,33
KMT,43.452044048,35.2145255862,100
KAN,26.7398235523,23.9028298371,50
KNP,6.91226292241,7.28975608281,12
KAD,26.4539685578,22.0370821873,19
KBH,13.990992704,14.4395792194,10
KHDI,8.19478506116,2.50710913313,4
KNDP,12.2517561788,8.3262038907,5
KNW,70.5323540273,47.3868483563,161
KNN,96.8372266156,75.5437145233,40
KHBJ,120.999462084,111.951758717,8
KHN,5.3205770702,4.75777347727,67
KGP,28.9542160305,22.8036114439,311
KHRK,16.8440196172,11.0915317268,10
KXG,15.945701845,16.1967989731,8
KRAR,43.0394950395,40.5653111428,34
KRSA,15.4370844284,15.7144335638,10
KHS,35.5837993313,26.5946954371,28
KRW,10.8288742354,11.3986300526,4
KHAT,6.81962022866,6.01476884468,12
KAT,57.4031827836,54.1875548029,27
KHTG,14.6335995545,15.6164612037,8
KHMA,5.52948717949,4.93333333333,5
KWP,28.9472676861,27.6886176921,8
KHTU,47.4445442636,36.7063680485,10
KHED,44.5381323635,43.0567226949,17
KQW,14.2676548521,13.1346715416,10
KLH,0.665835068953,0.727980523571,6
KHKN,12.3799238296,10.0557444349,22
KSW,13.4832281427,13.6641058451,10
KL,118.334789406,92.282720532,20
KS,88.5114030124,83.6192348287,12
KZQ,18.2095943695,18.0933679323,4
KNNA,9.28571428571,0.0,2
KKN,70.6223050872,56.7430368119,20
KUX,58.540594478,57.4730747283,10
KHDB,20.2558058011,19.1923604015,17
KHD,13.8823518401,14.6060965394,5
KOI,11.9989304516,11.9667578295,12
KBY,0.740348628241,0.46578346856,16
KGS,11.9989304516,11.9667578295,12
KHC,4.98539268712,1.59519104009,9
KRND,92.1652515629,69.6512432976,22
KORI,20.5635356828,9.13040647666,6
KRBP,114.910578014,101.24702972,25
KUTI,2.0535689459,1.40007080147,4
KKNA,7.59146242761,8.63504503802,6
KYE,34.7402724226,26.9606427109,33
KUR,38.4015080691,30.4667936618,241
KUPR,29.616945131,29.802041612,18
KHU,89.3963400612,84.0812147305,12
KWE,33.1583381417,27.2440126912,10
KJY,71.0104212185,62.8862350421,9
KRJ,140.614886563,108.323083932,55
KOO,93.5132387166,80.5187242667,55
KTHA,50.676988447,43.8888118419,6
KTT,34.0892008861,25.807937329,14
KHH,14.0993925173,13.2056068057,16
KKRD,14.6335995545,15.6164612037,8
KKY,1.33716238833,1.5675469309,8
QRP,35.8524235293,23.9179693838,21
KLQ,4.56655260961,4.87629144677,14
KIM,15.3571579613,8.37398565422,30
KNVT,12.4124300244,11.0728875195,18
KCT,54.9584010047,49.0517359919,8
KRDL,82.3223400129,77.9656756757,2
KLB,63.6871305156,47.7511134117,12
KRTH,75.6404546335,74.2112250835,5
KART,12.8487464917,10.561140627,16
KER,48.4297630861,47.7676035546,10
KOV,16.6820492847,17.287261885,15
KRC,7.59146242761,8.63504503802,6
KDTR,20.2730402948,16.9881494953,12
KNE,91.3726253092,70.038508702,146
KSG,39.1575799779,31.1284605063,70
KSP,76.6218178736,67.5352008158,22
KGBS,22.4263350372,20.0751561606,16
KONY,26.7530972606,29.5223988941,6
KSTE,25.3660886213,24.2401416414,9
KITA,6.39498385247,6.1241980137,12
KIUL,106.886263356,81.9031424956,174
KWI,18.2095943695,18.0933679323,4
HKR,13.5177885312,10.0917655606,8
KCVL,26.0796539278,26.584848765,40
KAG,4.21800649848,3.56547849116,13
KQN,15.6110079082,13.1306853228,44
KJJ,36.7962315882,33.5180607616,8
KQR,136.44369968,102.013202889,82
KODI,44.810941712,28.4323843514,10
KDMR,2.9329050561,1.28752560936,20
KMD,9.63781078442,9.51876816579,17
KOU,14.3882923101,14.4533473397,29
KWR,67.3993383722,58.9224735509,24
KOHR,19.1106086306,5.55177103217,6
KEPR,96.7275217887,83.9800859602,12
KOJ,90.2331545054,66.4108919451,74
KOL,78.7574613871,78.1325667612,4
KLX,31.2544197568,28.7199868546,13
KAQ,33.215709096,30.290599504,10
KLRS,38.4188462535,27.7900127248,7
KLYT,5.04237303543,5.56210256819,4
KFF,14.6335995545,15.6164612037,8
KOAA,70.0916799543,50.5609737716,106
QLN,30.7216709734,28.8315855232,155
KKTA,12.4907388141,10.4630419974,12
KOLR,86.9386864675,77.9873498424,12
KVGM,35.5961065318,34.0914674087,6
KMK,54.4780806453,53.826692895,7
KMQA,22.7834733894,22.030806288,2
KMX,27.5621318427,27.7969207849,10
KQA,22.3718279016,20.6297416142,10
KI,46.2687312937,47.9190279201,14
KDP,15.8913513404,15.9198431112,18
KONN,33.2824255588,35.4942332467,6
KPS,64.8611614734,58.8969503069,14
KPLE,22.6908820665,21.060931098,19
KPG,38.2605700912,28.9658494931,75
KFA,56.5150493862,53.5192632626,22
KBL,22.0202878067,21.4384204041,30
KRHA,88.104889913,82.0559920635,2
KRIH,15.8923688233,15.5189039767,14
KRPU,18.440070952,17.7509317641,16
KRBA,13.7585611026,12.9604703695,19
KRG,13.6121546888,13.0301342005,12
KOK,10.9061305691,8.69952550777,103
KUK,20.1218259501,20.0555962901,18
KSE,11.4455728598,10.8795203376,14
KSB,14.2588977087,8.49419201769,40
KO,10.6867697052,10.4924584982,10
KSV,69.6654452904,55.1310946373,47
KSI,22.4263350372,20.0751561606,16
KTF,14.7529461712,14.4245063819,6
KKP,24.8986823863,18.3982445265,34
KOTA,46.961488408,33.0509366166,187
KBM,13.3524176503,12.5295451086,16
KTKA,33.2824255588,35.4942332467,6
KEN,5.43191456751,5.78431991308,14
KLP,41.4217941999,37.9009877489,22
KPRR,48.0842710126,45.553012329,4
KRL,25.8337116852,20.927478489,8
KTW,4.38226282511,4.84946035283,11
KTCR,62.6199475639,59.9639269966,2
KTR,18.2095943695,18.0933679323,4
KTHD,6.28793894845,6.1322117269,13
KOTI,10.5768241723,9.47623966942,2
KQK,11.5255163711,12.1705510016,14
KTKH,11.010484277,8.71585102317,12
KTKL,14.7523304013,13.2636818447,8
KTMA,6.41280009307,5.81742418112,24
KTSH,13.8446844459,11.7195786883,19
KSX,9.8059587237,8.60177134013,28
KPLL,36.2452565831,32.6933657159,14
KYOP,87.7335083484,83.0498670922,10
KKZ,4.56655260961,4.87629144677,14
KTV,22.86052098,22.1423500343,35
KTYM,32.60416585,31.4931110062,94
KOTT,17.4718366754,14.874067503,6
CVP,14.5832128193,12.8317434532,68
KVR,26.4375897485,24.3733295813,41
CLT,24.9588596923,23.2074754721,112
KRNR,7.3449042488,6.7486899128,22
KSN,19.2985158605,18.2561028846,20
KCC,26.4246107782,24.3359694972,35
KCV,5.00340358243,4.50099372015,14
KEF,32.0048398002,34.6500557235,12
KRP,8.77657867019,8.88618338916,24
KPU,22.7834733894,22.030806288,2
KJM,22.1375625397,18.4914321474,107
KRSL,90.0294192419,82.8513857824,6
KNJ,6.07874998945,5.9255943054,73
KMNC,116.933942121,88.2824671488,32
KCA,41.7098170046,33.904253796,15
KUD,7.52453818301,8.17576308364,28
KUDL,45.9222175633,43.9409581739,28
KON,5.55968041395,5.28933327167,8
KDN,10.0947586073,10.0963564385,6
KTQ,87.7470131544,71.2949226612,32
KDSD,11.1684670189,10.9078077324,5
KUU,14.550998825,12.984462091,20
KUI,33.5815951439,33.9575139516,8
QLM,17.4810533996,13.6903877859,26
KUA,67.8560262906,60.6269032597,25
KLT,7.05259518913,6.91897977389,16
KZT,16.7266540489,16.0360883793,28
KZTW,12.4905993875,12.5818313307,13
KLAR,137.476324401,117.081289009,21
ULT,38.6000761471,33.9516022622,26
KLA,48.8721323883,46.4011212425,14
KMSD,82.3223400129,77.9656756757,2
KMME,35.2315065006,31.0184196555,29
KUGT,1.11111111111,0.0,10
KMTI,39.0914573627,37.1640815876,5
KMU,7.00914060914,5.64151430569,38
KHRJ,50.2389190951,33.5127577426,9
KMQ,12.0607979872,12.559511221,16
KDPR,23.3629983212,21.5188138422,29
KMEZ,82.3223400129,77.9656756757,2
KMI,9.72768397908,9.37557809989,32
KBQ,46.9661651876,44.813318075,15
KMSI,4.0747212932,3.14310477658,4
KT,33.231415526,29.0705565675,26
KTKR,16.3842541286,7.06620966181,4
KHNM,85.937018312,79.6753883748,23
KUDA,36.0270320526,33.2956846972,30
KUV,4.56655260961,4.87629144677,14
KFV,2.3310570541,2.32832424928,10
KD,51.3408404575,65.0421205943,18
KNO,3.94249252851,3.20364629764,11
KDI,4.17958205694,1.57522029055,8
KVG,129.67583483,144.32989523,12
KNRT,27.5621318427,27.7969207849,10
KZU,9.75377544584,8.92595587851,16
KJU,3.80890529834,3.34813015688,44
KUP,22.4538685914,18.3517412679,12
KGL,12.0141066065,11.6142385873,8
KPN,18.713803222,17.4826740396,39
KBA,1.37952707685,1.28758725125,4
KRLI,12.6705515857,10.7960532384,16
KWV,20.378111346,16.6245857519,68
KQT,20.018928041,20.8994360385,12
KIF,4.44113417257,4.72023126279,12
KCD,28.2577093909,29.1314963829,14
CLA,7.28038548753,4.01366988901,1204
KRLS,12.9216533973,12.7582056318,5
KRNT,29.4500729964,27.5607807542,68
KUE,78.1364301118,65.0473813281,23
KKDE,58.606262294,45.1177895218,86
KZB,2.03092021561,1.88627880853,14
KXI,33.2824255588,35.4942332467,6
KIKA,35.0630328659,34.904490524,5
KTA,22.9757125552,19.275701234,6
KSU,6.71367687813,6.37131751507,24
KHM,48.7817535382,46.3308841125,9
KUG,12.2925008067,12.2759713795,6
KTM,4.0611975829,3.45614238578,14
KTU,20.184202358,18.4527291722,44
KTK,27.7121533378,27.6394251936,5
KIAT,5.4354899686,5.2008329453,24
LBN,22.9757125552,19.275701234,6
LAV,34.7981183451,30.5215720311,18
LMN,65.3137301992,61.0049506411,20
LHN,25.6321757479,23.1320855744,13
LDX,30.0230023397,30.6911625971,8
LDW,37.6264475346,40.275703096,15
LAU,41.5870572289,32.9500272584,16
LR,14.9478368547,15.8781424581,4
LGCE,43.2200209773,42.7061477026,6
LHB,73.9585630099,70.3510475774,14
LSI,108.832424554,86.6180669703,50
LHLL,16.8440196172,11.0915317268,10
LMM,60.8109949684,47.6176213658,14
LPNR,17.9778744031,21.65892687,10
LKZ,0.868098159509,0.910949113779,4
LKBL,6.74266496648,2.90945734434,8
LMC,4.85997910136,1.94940359477,4
LKE,27.6931376045,19.0350154165,24
LKW,18.3598015686,13.8571465847,12
LMP,21.7108136038,21.2003918694,8
LKY,10.5813494031,10.4025258624,8
LKN,76.412451306,67.1537991356,27
LKNA,59.219764608,58.7169905424,8
LAE,52.1844928853,52.033703477,7
LTR,11.1529703811,2.53567943381,10
LKKD,15.0479233003,15.8575883145,7
LKD,14.5293648273,13.1028289582,10
LRJ,148.797779294,105.601698635,79
LMNR,14.4066672504,14.2813843899,16
LXA,6.51341944185,4.99697093911,6
LKU,25.2827614659,19.4594730625,46
LGDH,7.79592801684,6.89016557067,40
LLD,46.7493236817,48.3184033358,5
LCAE,8.79612345722,8.54710502591,28
LLJ,53.200460854,47.7626900451,14
LGH,19.0342982468,13.4845568962,24
LGL,7.98419974482,8.12781575027,30
LGO,100.896844147,94.221990491,19
LLI,2.28866343638,2.33708336381,13
LLPR,88.104889913,82.0559920635,2
LAR,96.7424389474,67.3363777612,75
LLR,206.289813235,208.945544114,8
LPJ,8.84476661505,8.22893180899,10
LRU,19.8658947999,16.6234481354,8
LLU,12.9569349436,11.7068454531,8
LNA,10.8288742354,11.3986300526,4
LBA,145.168584845,130.363284221,16
LKG,13.5901831563,11.2534298513,4
LDR,75.6280866203,88.6699198333,10
LGT,42.532996633,50.4227238666,2
LJR,26.1868303363,23.8193423459,16
LKA,51.0024640973,34.7246628177,27
LKDU,10.2090343752,8.42731419807,12
LPN,21.692920682,18.7136752137,2
LRD,80.5533572691,72.7676491631,20
LS,29.0436403203,26.5926259663,27
LSE,10.6116643589,8.90367879749,6
LSR,20.7452548793,15.9883600376,33
LTHR,132.928108158,116.361436377,32
LTD,3.9945367789,1.70754219734,12
LUR,11.3759818384,9.56419082149,20
LTRR,12.9203446474,10.3485896283,34
